trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,key_resp.corr,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,75,74,up,0.005,db,0.05084169305261108,0,0.0005070359911769629,196.61908120600856,2.0045074310037307,196.9200986220094,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,76,75,up,0.005,db,0.05087096830903018,0,0.0011029829911421984,198.94206786999712,2.0020021100062877,199.24296611201135,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,77,76,up,0.005,db,0.05087096830903018,1,0.0008642850152682513,201.33161608400405,2.002844208996976,201.63284412201028,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,78,77,up,0.005,db,0.05087096830903018,1,0.0005680469912476838,203.83875647201785,2.0049320250109304,204.13935262701125,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,79,78,up,0.005,db,0.05090026042249291,0,0.0005489780160132796,206.34464084499632,2.004223355994327,206.64589370999602,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,80,79,up,0.005,db,0.05092956940270577,0,0.0007053900044411421,208.66811049499665,2.003617951995693,208.96879164600978,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,81,80,up,0.005,db,0.05095889525938083,0,0.00046233501052483916,211.00722091199714,2.0045148479985073,211.30868755700067,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,82,81,up,0.005,db,0.050988238002235765,0,0.0005743399960920215,213.33051579201128,2.0046872880193405,213.63129369501257,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,83,82,up,0.005,db,0.05101759764099384,0,0.0010923749941866845,215.6695458519971,2.0010524120007176,215.9710101620003,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,84,83,up,0.005,db,0.05104697418538391,0,0.0006045339978300035,218.0599817869952,2.0045789150171913,218.3602704819932,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,85,84,up,0.005,db,0.05107636764514045,0,0.0004853269783779979,220.4660334600194,2.00472204000107,220.76643930102,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,86,85,up,0.005,db,0.05107636764514045,1,0.0009198129992000759,222.75509414600674,2.00326983598643,223.0564928020176,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,87,86,up,0.005,db,0.051105778030003525,0,0.000584427994908765,225.21181005600374,2.004488473990932,225.5130689800135,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,88,87,up,0.005,db,0.051105778030003525,1,0.0005419639928732067,227.65162937701098,2.0042524349992163,227.95327135399566,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,89,88,up,0.005,db,0.051105778030003525,1,0.00047657598042860627,230.17549775500083,2.004932119976729,230.4763149819919,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,90,89,up,0.005,db,0.05113520534971881,0,0.0008018009830266237,232.63161468601902,2.003721934976056,232.93286928499583,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
