trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,key_resp.corr,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,91,90,up,0.005,db,0.05116464961403761,0,0.0005800159997306764,234.98810315001174,2.00373805698473,235.28911416200572,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,92,91,up,0.005,db,0.05119411083271682,0,0.0004943319945596159,237.31084900800488,2.0042828299920075,237.612238480011,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,93,92,up,0.005,db,0.05122358901551897,0,0.0007057100010570139,239.66758112201933,2.004089361988008,239.96835127999657,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,94,93,up,0.005,db,0.05125308417221219,0,0.0007991239835973829,242.05681703501614,2.003215332981199,242.3580336520099,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,95,94,up,0.005,db,0.05125308417221219,1,0.0010942280059680343,244.41382784702,2.002487038000254,244.71430055701057,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,96,95,up,0.005,db,0.051282596312570275,0,0.0010775419941637665,246.92026811701362,2.001402527006576,247.22061714800657,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,97,96,up,0.005,db,0.051282596312570275,1,0.0005335200112313032,249.25969879701734,2.0039827300061006,249.5601313560037,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,98,97,up,0.005,db,0.051282596312570275,1,0.0006186039827298373,251.71669316699263,2.0042275000014342,252.01714636501856,0,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,99,98,up,0.005,db,0.051312125446372606,0,0.0006636180041823536,254.1727255320002,2.003794324991759,254.4737131470174,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,100,99,up,0.005,db,0.051312125446372606,1,0.0008156769908964634,256.512504473998,2.0034214009938296,256.8134059020085,1,347086,001,2022-09-07_23h00.22.437,Chanda Mandhani_Lab Experiment,2022.2.2,59.800740344824625,
